"zip","med_inc","pop","party"
"05767",49205,1143,NA
"05769",47500,1216,NA
"05770",66313,1136,NA
"05772",50096,713,NA
"05773",56799,2136,NA
"05774",43167,1129,NA
"05775",34904,623,NA
"05776",42083,714,NA
"05777",49563,3420,NA
"05778",51625,733,NA
"05819",45470,9444,NA
"05820",39500,662,NA
"05821",63472,1269,NA
"05822",39318,1873,NA
"05824",38438,1139,NA
"05825",45729,191,NA
"05826",49911,983,NA
"05827",38214,309,NA
"05828",52292,1928,NA
"05829",37844,2003,NA
"05830",45000,1502,NA
"05832",54583,982,NA
"05833",27917,273,NA
"05836",54928,1068,NA
"05837",39833,353,NA
"05839",49650,775,NA
"05841",46607,425,NA
"05842",44063,522,NA
"05843",42143,2556,NA
"05845",45139,1096,NA
"05846",27625,1252,NA
"05847",48875,879,NA
"05850",NA,231,NA
"05851",39434,6528,NA
"05853",50357,711,NA
"05855",39405,7170,NA
"05857",45292,1540,NA
"05858",34271,368,NA
"05859",41393,1819,NA
"05860",43958,2557,NA
"05862",44250,356,NA
"05866",41979,732,NA
"05867",33542,899,NA
"05868",38125,364,NA
"05871",46776,1638,NA
"05872",37614,789,NA
"05873",56389,675,NA
"05874",68846,505,NA
"05875",46923,454,NA
"05901",46250,20,NA
"05902",51667,188,NA
"05903",40750,868,NA
"05904",26406,267,NA
"05905",36397,827,NA
"05906",38382,1178,NA
"05907",31705,177,NA
"06001",113838,18385,"Democratic"
"06002",73104,20486,"Democratic"
"06010",57632,60448,"Democratic"
"06013",105250,9326,"Democratic"
"06016",76599,6226,"Democratic"
"06018",48100,2865,"Democratic"
"06019",88281,10129,"Democratic"
"06020",NA,0,"Democratic"
"06021",67500,314,"Democratic"
"06022",31950,163,"Democratic"
"06023",85987,1296,"Democratic"
"06024",51369,647,"Democratic"
"06026",71786,5117,"Democratic"
"06027",87348,1492,"Democratic"
"06029",84840,15547,"Democratic"
"06031",84917,1287,"Democratic"
"06032",93810,17675,"Democratic"
"06033",103844,28762,"Democratic"
"06035",87594,7513,"Democratic"
"06037",87736,18565,"Democratic"
"06039",58674,1942,"Democratic"
"06040",62674,35306,"Democratic"
"06042",64761,22942,"Democratic"
"06043",86890,4986,"Democratic"
"06051",31626,30519,"Democratic"
"06052",54602,7858,"Democratic"
"06053",45325,34863,"Democratic"
"06057",86354,6707,"Democratic"
"06058",73375,1787,"Democratic"
"06059",NA,0,"Democratic"
"06060",123793,2581,"Democratic"
"06061",18068,169,"Democratic"
"06062",60630,17715,"Democratic"
"06063",88750,3285,"Democratic"
"06065",95385,882,"Democratic"
"06066",61038,29219,"Democratic"
"06067",77560,19709,"Democratic"
"06068",73354,1612,"Democratic"
"06069",73958,2535,"Democratic"
"06070",119188,15104,"Democratic"
"06071",99183,11645,"Democratic"
"06073",124750,5651,"Democratic"
"06074",90499,25705,"Democratic"
"06076",63750,12659,"Democratic"
"06078",92546,12413,"Democratic"
"06081",54408,1381,"Democratic"
"06082",67191,44654,"Democratic"
"06084",103696,15067,"Democratic"
"06085",81983,7276,"Democratic"
"06088",68228,4936,"Democratic"
"06089",109167,2813,"Democratic"
"06090",128272,1232,"Democratic"
"06091",85625,140,"Democratic"
"06092",153092,4203,"Democratic"
"06093",94167,3322,"Democratic"
"06095",79487,29079,"Democratic"
"06096",66583,12498,"Democratic"
"06098",60298,12426,"Democratic"
"06103",92321,1410,"Democratic"
"06105",30657,19392,"Democratic"
"06106",26752,39902,"Democratic"
"06107",107972,18786,"Democratic"
"06108",43098,24307,"Democratic"
"06109",77740,26668,"Democratic"
"06110",56337,12650,"Democratic"
"06111",77368,30562,"Democratic"
"06112",30199,22879,"Democratic"
"06114",31253,27449,"Democratic"
"06117",114194,17267,"Democratic"
"06118",57044,26956,"Democratic"
"06119",69408,15474,"Democratic"
"06120",19855,12887,"Democratic"
"06160",NA,0,"Democratic"
"06226",33723,20114,"Democratic"
"06231",116326,4083,"Democratic"
"06232",88438,3297,"Democratic"
"06234",59488,8244,"Democratic"
"06235",76912,2257,"Democratic"
"06237",90725,5492,"Democratic"
"06238",93816,12428,"Democratic"
"06239",47628,11183,"Democratic"
"06241",72177,6650,"Democratic"
"06242",80357,1408,"Democratic"
"06243",NA,60,"Democratic"
"06247",73704,2841,"Democratic"
"06248",110271,5603,"Democratic"
"06249",83651,7308,"Democratic"
"06250",78037,4821,"Democratic"
"06254",89643,1922,"Democratic"
"06255",67891,4744,"Democratic"
"06256",48952,2154,"Democratic"
"06259",86250,4498,"Democratic"
"06260",46657,9510,"Democratic"
"06262",45125,586,"Democratic"
"06263",26176,345,"Democratic"
"06264",51563,166,"Democratic"
"06266",59702,495,"Democratic"
"06268",62753,11481,"Democratic"
"06269",NA,9844,"Democratic"
"06277",70625,4140,"Democratic"
"06278",75148,4454,"Democratic"
"06279",72011,6041,"Democratic"
"06280",76250,3162,"Democratic"
"06281",78958,6930,"Democratic"
"06282",73750,1096,"Democratic"
"06320",43357,27617,"Democratic"
"06330",67917,3282,"Democratic"
"06331",73038,5137,"Democratic"
"06332",66596,258,"Democratic"
"06333",106296,6607,"Democratic"
"06334",80500,2592,"Democratic"
"06335",98427,6729,"Democratic"
"06336",54485,84,"Democratic"
"06339",81368,8302,"Democratic"
"06340",55992,31242,"Democratic"
"06350",71917,67,"Democratic"
"06351",64333,16301,"Democratic"
"06353",NA,162,"Democratic"
"06354",55565,6141,"Democratic"
"06355",85634,12985,"Democratic"
"06357",71085,12552,"Democratic"
"06359",82353,5313,"Democratic"
"06360",49620,37541,"Democratic"
"06365",74141,4720,"Democratic"
"06370",78207,7429,"Democratic"
"06371",86237,9952,"Democratic"
"06373",32473,345,"Democratic"
"06374",67434,8373,"Democratic"
"06375",78650,3660,"Democratic"
"06376",179531,57,"Democratic"
"06377",71509,2962,"Democratic"
"06378",92183,5399,"Democratic"
"06379",68240,9038,"Democratic"
"06380",41596,2862,"Democratic"
"06382",57704,11947,"Democratic"
"06384",74141,2672,"Democratic"
"06385",72047,15893,"Democratic"
"06387",29957,213,"Democratic"
"06389",NA,41,"Democratic"
"06390",149554,236,"Republican"
"06401",45505,19237,"Democratic"
"06403",85560,6033,"Democratic"
"06405",70960,27860,"Democratic"
"06409",65441,693,"Democratic"
"06410",111744,29161,"Democratic"
"06412",74911,3994,"Democratic"
"06413",70814,13235,"Democratic"
"06414",160625,214,"Democratic"
"06415",97656,16857,"Democratic"
"06416",75859,14005,"Democratic"
"06417",71500,4629,"Democratic"
"06418",53098,12914,"Democratic"
"06419",112761,6525,"Democratic"
"06420",99946,4182,"Democratic"
"06422",124179,7388,"Democratic"
"06423",82552,5097,"Democratic"
"06424",92100,12808,"Democratic"
"06426",98170,3245,"Democratic"
"06437",96151,22375,"Democratic"
"06438",92989,2550,"Democratic"
"06441",96215,5438,"Democratic"
"06442",81772,2745,"Democratic"
"06443",110761,18269,"Democratic"
"06444",103636,370,"Democratic"
"06447",110694,6404,"Democratic"
"06450",55759,36493,"Democratic"
"06451",49068,24419,"Democratic"
"06455",100227,3148,"Democratic"
"06456",114087,295,"Democratic"
"06457",59994,47648,"Democratic"
"06460",77744,38207,"Democratic"
"06461",90798,14552,"Democratic"
"06467",60972,157,"Democratic"
"06468",103589,19479,"Democratic"
"06469",90794,3209,"Democratic"
"06470",111125,16003,"Democratic"
"06471",81570,7720,"Democratic"
"06472",94042,6853,"Democratic"
"06473",86108,24388,"Democratic"
"06475",75549,10242,"Democratic"
"06477",106942,13956,"Democratic"
"06478",102167,12683,"Democratic"
"06479",80387,10431,"Democratic"
"06480",88693,9508,"Democratic"
"06481",85156,1277,"Democratic"
"06482",106926,11557,"Democratic"
"06483",75426,16540,"Democratic"
"06484",86138,39559,"Democratic"
"06488",73341,19904,"Democratic"
"06489",79748,32067,"Democratic"
"06492",75289,45241,"Democratic"
"06498",63520,6963,"Democratic"
"06510",42656,2737,"Democratic"
"06511",36275,53600,"Democratic"
"06512",65559,29861,"Democratic"
"06513",36457,38978,"Democratic"
"06514",65591,26265,"Democratic"
"06515",51611,17141,"Democratic"
"06516",52353,55564,"Democratic"
"06517",69913,14853,"Democratic"
"06518",74230,19848,"Democratic"
"06519",24975,16428,"Democratic"
"06524",100083,5563,"Democratic"
"06525",138082,8990,"Democratic"
"06604",34071,30313,"Democratic"
"06605",39955,23397,"Democratic"
"06606",52324,46236,"Democratic"
"06607",30840,7843,"Democratic"
"06608",30833,13671,"Democratic"
"06610",38300,22735,"Democratic"
"06611",108854,36091,"Democratic"
"06612",150000,7453,"Democratic"
"06614",77025,32929,"Democratic"
"06615",52593,18453,"Democratic"
"06702",11368,3654,"Democratic"
"06704",36629,25139,"Democratic"
"06705",43892,27122,"Democratic"
"06706",47837,14324,"Democratic"
"06708",50940,29418,"Democratic"
"06710",31120,10715,"Democratic"
"06712",98151,9376,"Democratic"
"06716",83993,16680,"Democratic"
"06750",58833,1446,"Democratic"
"06751",83105,3577,"Democratic"
"06752",87875,1735,"Democratic"
"06754",83250,1699,"Democratic"
"06755",85441,1133,"Democratic"
"06756",78450,2853,"Democratic"
"06757",62708,2258,"Democratic"
"06758",101591,354,"Democratic"
"06759",84306,5720,"Democratic"
"06762",96181,7561,"Democratic"
"06763",78438,2033,"Democratic"
"06770",58937,31975,"Democratic"
"06776",80260,26889,"Democratic"
"06777",77679,1733,"Democratic"
"06778",93580,1378,"Democratic"
"06779",66783,8324,"Democratic"
"06782",75048,2376,"Democratic"
"06783",89766,2228,"Democratic"
"06784",111094,3689,"Democratic"
"06785",72404,686,"Democratic"
"06786",69964,9867,"Democratic"
"06787",76692,7975,"Democratic"
"06790",51799,36482,"Democratic"
"06791",89883,5666,"Democratic"
"06793",79259,1140,"Democratic"
"06794",89773,1065,"Democratic"
"06795",97354,14144,"Democratic"
"06796",86333,1009,"Democratic"
"06798",81875,9984,"Democratic"
"06801",85884,18581,"Democratic"
"06804",107008,16466,"Democratic"
"06807",141371,7150,"Democratic"
"06810",53944,49482,"Democratic"
"06811",84092,31400,"Democratic"
"06812",103100,13881,"Democratic"
"06820",205688,20732,"Democratic"
"06824",128558,33900,"Democratic"
"06825",101519,21123,"Democratic"
"06830",109860,24027,"Democratic"
"06831",130075,14792,"Democratic"
"06840",161848,19738,"Democratic"
"06850",83383,18078,"Democratic"
"06851",82226,26703,"Democratic"
"06853",129266,3646,"Democratic"
"06854",56127,29100,"Democratic"
"06855",73958,7892,"Democratic"
"06856",NA,3,"Democratic"
"06870",176169,7316,"Democratic"
"06877",147025,24677,"Democratic"
"06878",166050,8043,"Democratic"
"06880",158713,26647,"Democratic"
"06883",207262,10179,"Democratic"
"06890",166938,4306,"Democratic"
"06896",119046,9110,"Democratic"
"06897",168047,18071,"Democratic"
"06901",59118,6828,"Democratic"
"06902",63582,63406,"Democratic"
"06903",169464,14499,"Democratic"
"06905",99626,19649,"Democratic"
"06906",68827,9088,"Democratic"
"06907",86434,9016,"Democratic"
"07001",71141,16305,"Democratic"
"07002",55608,63031,"Democratic"
"07003",70434,47312,"Democratic"
"07004",97115,7440,"Republican"
"07005",96410,15269,"Republican"
"07006",99209,24812,"Republican"
"07008",60353,22844,"Democratic"
"07009",96092,12411,"Republican"
"07010",62364,23594,"Democratic"
"07011",56895,39710,"Democratic"
"07012",76721,11703,"Democratic"
"07013",76547,27051,"Democratic"
"07014",84750,5184,"Democratic"
"07016",113550,22625,"Republican"
"07017",38818,35945,"Democratic"
"07018",38118,28322,"Democratic"
"07020",101934,11513,"Democratic"
"07021",171509,2091,"Republican"
"07022",48532,13835,"Democratic"
"07023",127348,7318,"Democratic"
"07024",71949,35353,"Democratic"
"07026",48715,30555,"Democratic"
"07027",83365,4226,"Republican"
"07028",166558,7618,"Democratic"
"07029",53051,16026,"Democratic"
"07030",107366,50005,"Democratic"
"07031",77750,15392,"Democratic"
"07032",61782,40684,"Democratic"
"07033",92310,7914,"Republican"
"07034",80283,9360,"Republican"
"07035",82895,10607,"Republican"
"07036",61004,41970,"Bipartisan"
"07039",134320,29358,"Republican"
"07040",113837,23876,"Democratic"
"07041",108191,6868,"Bipartisan"
"07042",79525,25599,"Democratic"
"07043",162151,12138,"Democratic"
"07044",99810,13584,"Bipartisan"
"07045",108824,10127,"Republican"
"07046",166944,4194,"Republican"
"07047",52908,60773,"Democratic"
"07050",34965,30074,"Democratic"
"07052",87826,46182,"Bipartisan"
"07054",78253,29305,"Republican"
"07055",32104,69816,"Democratic"
"07057",52451,11335,"Democratic"
"07058",103798,5372,"Republican"
"07059",149053,15311,"Republican"
"07060",53800,44998,"Bipartisan"
"07062",61943,12949,"Bipartisan"
"07063",68075,13538,"Bipartisan"
"07064",70909,3723,"Democratic"
"07065",58101,27346,"Democratic"
"07066",98990,14756,"Republican"
"07067",88714,18036,"Democratic"
"07068",109325,5819,"Republican"
"07069",107861,6157,"Republican"
"07070",85784,18061,"Democratic"
"07071",71910,20554,"Democratic"
"07072",64954,6127,"Democratic"
"07073",68965,8913,"Democratic"
"07074",50673,2708,"Democratic"
"07075",96000,7626,"Democratic"
"07076",109872,23480,"Bipartisan"
"07077",82593,2766,"Democratic"
"07078",223214,13250,"Republican"
"07079",124213,16316,"Democratic"
"07080",88980,23377,"Democratic"
"07081",92120,15808,"Republican"
"07082",129432,5384,"Republican"
"07083",77393,53053,"Democratic"
"07086",72717,12554,"Democratic"
"07087",40903,66515,"Democratic"
"07088",45625,3606,"Democratic"
"07090",132460,30338,"Bipartisan"
"07092",129306,6730,"Republican"
"07093",47299,60884,"Democratic"
"07094",85392,16264,"Democratic"
"07095",80235,19844,"Democratic"
"07102",22734,12579,"Democratic"
"07103",27459,32698,"Democratic"
"07104",34998,50478,"Democratic"
"07105",41959,46983,"Democratic"
"07106",40067,31298,"Democratic"
"07107",32057,37650,"Democratic"
"07108",27616,24386,"Democratic"
"07109",65654,35897,"Bipartisan"
"07110",85082,28351,"Bipartisan"
"07111",37485,53942,"Democratic"
"07112",39271,26417,"Democratic"
"07114",19639,14748,"Democratic"
"07201",41505,26263,"Democratic"
"07202",43534,40849,"Democratic"
"07203",48821,21085,"Democratic"
"07204",60308,13297,"Democratic"
"07205",58333,21398,"Democratic"
"07206",45414,26636,"Democratic"
"07208",45927,31219,"Democratic"
"07302",98952,36352,"Democratic"
"07304",44104,41233,"Democratic"
"07305",49894,60104,"Democratic"
"07306",46312,52669,"Democratic"
"07307",54498,43812,"Democratic"
"07310",133636,12838,"Democratic"
"07311",219643,522,"Democratic"
"07401",131441,6494,"Republican"
"07403",71526,7603,"Republican"
"07405",104085,17701,"Republican"
"07407",62457,19403,"Democratic"
"07410",95808,32457,"Republican"
"07416",66793,5781,"Republican"
"07417",149671,10580,"Republican"
"07418",91458,2249,"Republican"
"07419",77739,9160,"Republican"
"07420",79000,4942,"Republican"
"07421",89113,7439,"Republican"
"07422",84646,6616,"Republican"
"07423",165827,4078,"Republican"
"07424",75079,26222,"Republican"
"07430",100781,25890,"Republican"
"07432",81373,7128,"Republican"
"07435",96979,2405,"Republican"
"07436",117742,12754,"Republican"
"07438",102452,11559,"Republican"
"07439",77132,2456,"Republican"
"07440",91756,4494,"Republican"
"07442",92033,11097,"Republican"
"07444",84196,11046,"Republican"
"07446",120883,14484,"Republican"
"07450",142358,24985,"Republican"
"07452",160417,11601,"Republican"
"07456",103038,12211,"Republican"
"07457",84924,3559,"Republican"
"07458",161314,11360,"Republican"
"07460",89899,3457,"Republican"
"07461",84470,19563,"Republican"
"07462",77909,6885,"Republican"
"07463",108180,9615,"Republican"
"07465",95459,6244,"Republican"
"07470",103170,54717,"Republican"
"07480",99083,16122,"Republican"
"07481",142128,16716,"Republican"
"07495",NA,0,"Republican"
"07501",24321,33543,"Democratic"
"07502",52831,15406,"Democratic"
"07503",36257,18723,"Democratic"
"07504",49334,12882,"Democratic"
"07505",28167,2256,"Democratic"
"07506",79203,18791,"Democratic"
"07508",71741,22600,"Bipartisan"
"07512",80042,10804,"Republican"
"07513",43668,11508,"Democratic"
"07514",34779,18289,"Democratic"
"07522",26866,20883,"Democratic"
"07524",30920,12709,"Democratic"
"07601",54091,43010,"Republican"
"07603",77821,8187,"Republican"
"07604",90880,11842,"Democratic"
"07605",78693,8950,"Democratic"
"07606",68750,2310,"Democratic"
"07607",86368,9555,"Republican"
"07608",82321,67,"Democratic"
"07620",144063,1849,"Republican"
"07621",79745,26761,"Republican"
"07624",119606,8373,"Republican"
"07626",99306,8537,"Democratic"
"07627",138631,4881,"Republican"
"07628",88480,17433,"Republican"
"07630",103558,7379,"Republican"
"07631",71503,27119,"Democratic"
"07632",113802,5309,"Democratic"
"07640",134057,4664,"Republican"
"07641",135781,3382,"Republican"
"07642",114097,10207,"Republican"
"07643",70520,10626,"Democratic"
"07644",53167,24136,"Republican"
"07645",107662,7832,"Republican"
"07646",75414,16341,"Republican"
"07647",85306,5152,"Republican"
"07648",92357,5730,"Republican"
"07649",149871,7978,"Republican"
"07650",60342,19601,"Democratic"
"07652",97395,26342,"Republican"
"07656",104651,8669,"Republican"
"07657",67500,11032,"Democratic"
"07660",62388,12729,"Democratic"
"07661",99556,11340,"Republican"
"07662",71240,5530,"Republican"
"07663",76535,13659,"Democratic"
"07666",93463,39776,"Bipartisan"
"07670",124591,14573,"Bipartisan"
"07675",101924,26339,"Republican"
"07676",113148,9075,"Republican"
"07677",130302,5730,"Republican"
"07701",75012,23813,"Bipartisan"
"07702",114797,3809,"Republican"
"07703",79712,690,"Bipartisan"
"07704",141250,6133,"Republican"
"07711",131447,1533,"Bipartisan"
"07712",53160,39158,"Bipartisan"
"07716",84428,8574,"Democratic"
"07717",68856,1901,"Republican"
"07718",87398,6263,"Democratic"
"07719",79312,21538,"Republican"
"07720",67065,4298,"Republican"
"07721",79375,2974,"Democratic"
"07722",136184,10209,"Republican"
"07723",81875,1020,"Bipartisan"
"07724",78064,21710,"Republican"
"07726",105943,42508,"Bipartisan"
"07727",72418,7050,"Republican"
"07728",84190,56257,"Republican"
"07730",87430,17396,"Bipartisan"
"07731",98125,38304,"Republican"
"07732",66903,5189,"Democratic"
"07733",125149,16849,"Bipartisan"
"07734",50113,13269,"Democratic"
"07735",67832,19569,"Democratic"
"07737",77996,4264,"Democratic"
"07738",127870,6095,"Republican"
"07739",134406,5938,"Republican"
"07740",49482,31038,"Bipartisan"
"07746",140759,18666,"Democratic"
"07747",94328,30770,"Democratic"
"07748",109097,28030,"Bipartisan"
"07750",83589,3279,"Democratic"
"07751",138025,19736,"Democratic"
"07753",61067,37554,"Republican"
"07755",88678,6363,"Republican"
"07756",58013,3342,"Republican"
"07757",94861,5356,"Democratic"
"07758",91298,4967,"Democratic"
"07760",126050,9283,"Bipartisan"
"07762",73986,8403,"Republican"
"07764",85417,8097,"Democratic"
"07801",62992,25386,"Republican"
"07803",91979,3651,"Republican"
"07820",NA,39,"Republican"
"07821",105506,9193,"Republican"
"07822",100718,887,"Republican"
"07823",52706,7571,"Republican"
"07825",87724,9555,"Republican"
"07826",87835,6180,"Republican"
"07827",62045,4244,"Republican"
"07828",75631,14150,"Republican"
"07830",133750,6503,"Republican"
"07832",84079,3903,"Republican"
"07833",139375,157,"Republican"
"07834",105597,17722,"Republican"
"07836",100529,12568,"Republican"
"07838",85313,3568,"Republican"
"07840",74980,29849,"Republican"
"07842",160644,130,"Republican"
"07843",85400,12241,"Republican"
"07846",74643,89,"Republican"
"07847",80455,1670,"Republican"
"07848",94386,5026,"Republican"
"07849",90505,9054,"Republican"
"07850",93633,6436,"Republican"
"07851",50781,119,"Republican"
"07852",93065,3609,"Republican"
"07853",137583,13325,"Republican"
"07856",81330,3944,"Republican"
"07857",51398,3244,"Republican"
"07860",77878,26288,"Republican"
"07863",75288,4332,"Republican"
"07865",92802,2189,"Republican"
"07866",98939,22098,"Republican"
"07869",121524,25291,"Republican"
"07870",NA,26,"Republican"
"07871",124718,21165,"Republican"
"07874",93777,8905,"Republican"
"07876",117473,10619,"Republican"
"07878",120647,934,"Republican"
"07880",NA,192,"Republican"
"07881",NA,16,"Republican"
"07882",75824,14492,"Republican"
"07885",79732,10078,"Republican"
"07901",124080,22806,"Republican"
"07920",125837,26747,"Republican"
"07921",93367,7621,"Republican"
"07922",133569,12246,"Republican"
"07924",106705,7534,"Republican"
"07926",24435,120,"Republican"
"07927",101125,3403,"Republican"
"07928",142703,19144,"Republican"
"07930",149241,8559,"Republican"
"07931",188452,3296,"Republican"
"07932",106512,9868,"Republican"
"07933",103846,3251,"Republican"
"07934",163618,1501,"Republican"
"07935",117917,313,"Republican"
"07936",106951,11157,"Republican"
"07939",NA,228,"Republican"
"07940",110145,17278,"Republican"
"07945",148026,9539,"Republican"
"07946",131042,3144,"Republican"
"07950",104509,19564,"Republican"
"07960",100832,43747,"Republican"
"07961",NA,4,"Republican"
"07970",250000,117,"Republican"
"07974",138519,11768,"Republican"
"07976",217115,754,"Republican"
"07977",130172,669,"Republican"
"07979",170466,589,"Republican"
"07980",100448,2307,"Republican"
"07981",106250,8865,"Republican"
"08001",106800,844,"Republican"
"08002",68465,22274,"Democratic"
"08003",109752,30629,"Democratic"
"08004",70661,12350,"Bipartisan"
"08005",63295,22448,"Republican"
"08006",77727,518,"Republican"
"08007",63500,5250,"Democratic"
"08008",73094,6975,"Republican"
"08009",77404,12854,"Bipartisan"
"08010",59694,11539,"Republican"
"08011",174063,33,"Republican"
"08012",70982,38992,"Democratic"
"08014",66818,504,"Democratic"
"08015",62002,20763,"Republican"
"08016",71879,33540,"Republican"
"08019",80804,925,"Republican"
"08020",91005,2201,"Bipartisan"
"08021",48327,44833,"Democratic"
"08022",87353,8783,"Republican"
"08023",48958,451,"Republican"
"08026",82955,2274,"Democratic"
"08027",65692,4888,"Democratic"
"08028",63353,20078,"Bipartisan"
"08029",62600,4784,"Democratic"
"08030",50486,13410,"Democratic"
"08031",54245,11584,"Democratic"
"08033",103516,16261,"Democratic"
"08034",86859,18151,"Democratic"
"08035",86907,7566,"Democratic"
"08036",88962,5917,"Republican"
"08037",63658,24308,"Bipartisan"
"08038",54107,124,"Republican"
"08039",69688,137,"Republican"
"08041",102566,1002,"Republican"
"08042",79375,203,"Republican"
"08043",80471,29131,"Democratic"
"08045",55984,2909,"Democratic"
"08046",67593,31587,"Republican"
"08048",84459,12495,"Republican"
"08049",59846,5350,"Democratic"
"08050",72969,24285,"Republican"
"08051",66317,10758,"Bipartisan"
"08052",58545,19172,"Bipartisan"
"08053",92344,45538,"Republican"
"08054",86363,41864,"Republican"
"08055",108036,27179,"Republican"
"08056",123029,4736,"Bipartisan"
"08057",110647,21090,"Republican"
"08059",71563,5612,"Democratic"
"08060",77141,24713,"Republican"
"08061",103819,2672,"Democratic"
"08062",116964,15756,"Republican"
"08063",61875,3102,"Democratic"
"08064",NA,311,"Republican"
"08065",63598,7398,"Bipartisan"
"08066",45717,8437,"Democratic"
"08067",74219,1635,"Republican"
"08068",57662,6727,"Republican"
"08069",44029,13076,"Republican"
"08070",56377,13059,"Republican"
"08071",71307,9551,"Bipartisan"
"08072",64286,225,"Republican"
"08073",182716,203,"Republican"
"08074",NA,58,"Republican"
"08075",76111,28894,"Republican"
"08077",94407,18307,"Republican"
"08078",56036,8385,"Democratic"
"08079",46071,10987,"Republican"
"08080",89488,37433,"Bipartisan"
"08081",79746,50589,"Democratic"
"08083",57188,9455,"Democratic"
"08084",65974,7040,"Democratic"
"08085",98854,18737,"Bipartisan"
"08086",68497,7699,"Democratic"
"08087",57308,24104,"Republican"
"08088",71089,24664,"Republican"
"08089",71538,4253,"Bipartisan"
"08090",83086,8358,"Democratic"
"08091",65976,5357,"Democratic"
"08092",65469,3673,"Republican"
"08093",57950,9741,"Democratic"
"08094",69499,39940,"Bipartisan"
"08095",43696,236,"Democratic"
"08096",67578,36116,"Democratic"
"08097",85188,3293,"Democratic"
"08098",76274,9090,"Republican"
"08102",18696,7565,"Democratic"
"08103",21888,15190,"Democratic"
"08104",24250,23851,"Democratic"
"08105",31430,29077,"Democratic"
"08106",69658,9874,"Democratic"
"08107",56135,13675,"Democratic"
"08108",72429,18045,"Democratic"
"08109",63821,22407,"Democratic"
"08110",49747,19008,"Democratic"
"08201",57822,10007,"Republican"
"08202",76071,1444,"Republican"
"08203",64516,9454,"Republican"
"08204",56421,18557,"Republican"
"08205",62856,28626,"Republican"
"08210",66610,17167,"Republican"
"08212",65833,294,"Republican"
"08215",56932,13442,"Republican"
"08217",NA,70,"Republican"
"08221",88214,7092,"Republican"
"08223",70625,4125,"Republican"
"08224",62798,573,"Republican"
"08225",65511,8659,"Republican"
"08226",57970,11701,"Republican"
"08230",76563,5599,"Republican"
"08232",37330,19292,"Republican"
"08234",71316,42532,"Republican"
"08240",NA,2371,"Republican"
"08241",83750,1103,"Republican"
"08242",50000,3216,"Republican"
"08243",56788,2114,"Republican"
"08244",48220,10849,"Republican"
"08246",145174,92,"Republican"
"08247",66250,925,"Republican"
"08248",NA,158,"Republican"
"08251",44513,10364,"Republican"
"08260",45230,13661,"Republican"
"08270",69083,8492,"Republican"
"08302",49654,46872,"Republican"
"08310",39479,1670,"Republican"
"08311",65968,2057,"Republican"
"08312",62980,7875,"Republican"
"08314",69330,2511,"Republican"
"08316",55313,400,"Republican"
"08317",83409,1344,"Republican"
"08318",73902,12702,"Republican"
"08319",68750,1253,"Republican"
"08320",NA,1256,"Republican"
"08321",41250,247,"Republican"
"08322",81983,10524,"Republican"
"08323",70469,804,"Republican"
"08324",67772,526,"Republican"
"08326",59397,1761,"Republican"
"08327",66033,3070,"Republican"
"08328",57857,1347,"Republican"
"08329",54750,221,"Republican"
"08330",58732,28167,"Republican"
"08332",48750,36768,"Republican"
"08340",100250,979,"Republican"
"08341",36836,2239,"Republican"
"08343",86268,5030,"Republican"
"08344",57269,5847,"Republican"
"08345",40938,805,"Republican"
"08346",38571,843,"Republican"
"08348",52950,275,"Republican"
"08349",48503,2347,"Republican"
"08350",54138,825,"Republican"
"08352",73542,448,"Republican"
"08353",82969,516,"Republican"
"08360",47454,43355,"Republican"
"08361",71984,17352,"Republican"
"08401",29200,39554,"Republican"
"08402",64414,6354,"Republican"
"08403",77578,997,"Republican"
"08406",53609,10650,"Republican"
"08501",109402,6582,"Republican"
"08502",157661,11317,"Republican"
"08505",87181,17736,"Republican"
"08510",125372,5231,"Republican"
"08511",90221,826,"Republican"
"08512",84864,10105,"Democratic"
"08514",93106,4477,"Republican"
"08515",117355,4637,"Republican"
"08518",74286,4986,"Republican"
"08520",90293,27869,"Bipartisan"
"08525",118656,4767,"Bipartisan"
"08527",88588,54392,"Republican"
"08528",58676,315,"Democratic"
"08530",87396,8071,"Bipartisan"
"08533",85301,6945,"Republican"
"08534",144250,12929,"Democratic"
"08535",147853,5385,"Republican"
"08536",90089,20073,"Democratic"
"08540",125439,47115,"Bipartisan"
"08542",71393,5189,"Democratic"
"08550",169661,19445,"Democratic"
"08551",121154,5532,"Republican"
"08553",90972,682,"Republican"
"08554",71750,3818,"Republican"
"08555",78083,877,"Republican"
"08558",154236,6629,"Bipartisan"
"08559",108871,4982,"Republican"
"08560",113333,3656,"Democratic"
"08561",NA,226,"Republican"
"08562",65036,5371,"Republican"
"08608",14861,983,"Democratic"
"08609",27073,13546,"Bipartisan"
"08610",61016,30468,"Republican"
"08611",38672,28038,"Bipartisan"
"08618",41757,38229,"Democratic"
"08619",72330,22723,"Republican"
"08620",88438,14693,"Republican"
"08628",80449,9054,"Democratic"
"08629",54956,12331,"Bipartisan"
"08638",58371,22832,"Bipartisan"
"08640",68108,7716,"Republican"
"08641",49980,3553,"Republican"
"08648",86451,32263,"Democratic"
"08690",96192,18567,"Bipartisan"
"08691",109293,15104,"Republican"
"08701",40240,92843,"Republican"
"08720",104310,843,"Republican"
"08721",78847,20512,"Republican"
"08722",80386,11045,"Republican"
