"zip","med_inc","pop","party"
"44262",64628,5016,"Bipartisan"
"44264",75134,2315,"Democratic"
"44265",NA,51,"Republican"
"44266",48952,33581,"Republican"
"44270",49835,8890,"Republican"
"44272",62083,5208,"Bipartisan"
"44273",65368,6718,"Republican"
"44274",23472,225,"Republican"
"44275",59583,3521,"Republican"
"44276",52330,1906,"Republican"
"44278",55360,17868,"Republican"
"44280",71929,4557,"Republican"
"44281",60860,29954,"Republican"
"44285",NA,85,"Democratic"
"44286",84179,6109,"Democratic"
"44287",49839,7559,"Republican"
"44288",39653,4118,"Democratic"
"44301",35821,15340,"Democratic"
"44302",25500,5524,"Democratic"
"44303",48065,7700,"Democratic"
"44304",20114,5916,"Democratic"
"44305",36944,22294,"Democratic"
"44306",25128,22492,"Democratic"
"44307",15900,7643,"Democratic"
"44308",8536,1392,"Democratic"
"44310",31668,22786,"Democratic"
"44311",15945,8782,"Democratic"
"44312",46260,31919,"Democratic"
"44313",48852,24935,"Democratic"
"44314",34268,18825,"Democratic"
"44319",54834,22686,"Democratic"
"44320",31559,19937,"Democratic"
"44321",75000,15200,"Bipartisan"
"44333",77530,18763,"Democratic"
"44401",61654,2892,"Bipartisan"
"44402",56074,3352,"Bipartisan"
"44403",40272,3820,"Democratic"
"44404",48189,1624,"Bipartisan"
"44405",32835,8229,"Democratic"
"44406",67320,22054,"Bipartisan"
"44408",48480,10331,"Republican"
"44410",52778,17409,"Bipartisan"
"44411",54103,2181,"Democratic"
"44412",58929,2644,"Democratic"
"44413",41274,7261,"Republican"
"44417",55250,1659,"Republican"
"44418",71667,1357,"Democratic"
"44420",44234,15429,"Democratic"
"44423",47992,2425,"Republican"
"44425",43161,14898,"Democratic"
"44427",51607,1612,"Republican"
"44428",44082,3290,"Republican"
"44429",49432,2576,"Democratic"
"44430",39753,5270,"Democratic"
"44431",42426,4727,"Republican"
"44432",45636,13693,"Republican"
"44436",49435,3836,"Democratic"
"44437",49105,4252,"Democratic"
"44438",30574,4751,"Democratic"
"44439",NA,115,"Republican"
"44440",56116,4967,"Democratic"
"44441",55625,1600,"Republican"
"44442",51481,4006,"Republican"
"44443",38750,1704,"Republican"
"44444",43864,10454,"Democratic"
"44445",46190,3449,"Republican"
"44446",37428,20955,"Democratic"
"44449",53413,1323,"Democratic"
"44450",52567,2042,"Republican"
"44451",61236,3032,"Republican"
"44452",37238,3167,"Republican"
"44454",45676,1153,"Republican"
"44455",62625,1890,"Republican"
"44460",44775,26732,"Republican"
"44470",51815,3790,"Democratic"
"44471",37282,11097,"Democratic"
"44473",43622,3823,"Republican"
"44481",48076,10408,"Democratic"
"44483",36937,26006,"Democratic"
"44484",47857,22991,"Democratic"
"44485",27814,16498,"Democratic"
"44490",34643,798,"Republican"
"44491",57083,3515,"Democratic"
"44493",NA,25,"Republican"
"44502",22695,10204,"Democratic"
"44503",10587,1021,"Democratic"
"44504",31132,5262,"Democratic"
"44505",29777,19357,"Democratic"
"44506",16185,2707,"Democratic"
"44507",20432,5863,"Democratic"
"44509",26125,11975,"Democratic"
"44510",13917,2499,"Democratic"
"44511",39966,19672,"Democratic"
"44512",46577,34424,"Democratic"
"44514",56379,22472,"Republican"
"44515",42678,27766,"Democratic"
"44601",36595,35294,"Republican"
"44606",50354,7819,"Republican"
"44607",85526,234,"Republican"
"44608",52500,2666,"Republican"
"44609",45958,3987,"Republican"
"44610",50911,263,"Republican"
"44611",53638,2025,"Republican"
"44612",54714,5293,"Republican"
"44613",39743,2011,"Republican"
"44614",53766,12595,"Republican"
"44615",42314,11125,"Republican"
"44618",53963,6858,"Republican"
"44620",42425,1567,"Republican"
"44621",42869,4624,"Republican"
"44622",45166,18588,"Republican"
"44624",54479,5397,"Republican"
"44625",37228,1418,"Republican"
"44626",59483,2977,"Republican"
"44627",45913,6845,"Republican"
"44628",43370,1067,"Republican"
"44629",43545,2403,"Republican"
"44632",59798,9765,"Republican"
"44633",56944,2615,"Republican"
"44634",53750,2164,"Republican"
"44637",43698,2694,"Republican"
"44638",55298,1497,"Republican"
"44640",26894,151,"Democratic"
"44641",53795,20349,"Republican"
"44643",51769,3239,"Republican"
"44644",45394,4791,"Republican"
"44645",62644,2465,"Republican"
"44646",46571,47525,"Republican"
"44647",44608,18015,"Republican"
"44651",42917,861,"Republican"
"44652",NA,80,"Republican"
"44653",40179,599,"Republican"
"44654",44866,19679,"Republican"
"44656",48457,2968,"Republican"
"44657",47277,10334,"Republican"
"44659",36250,163,"Republican"
"44661",31776,171,"Republican"
"44662",44214,9656,"Republican"
"44663",42778,25362,"Republican"
"44666",55500,2928,"Republican"
"44667",44322,13481,"Republican"
"44669",59559,1382,"Republican"
"44670",55772,235,"Republican"
"44671",38750,380,"Republican"
"44672",35817,4874,"Republican"
"44675",46818,2082,"Republican"
"44676",54632,4877,"Republican"
"44677",52014,2543,"Republican"
"44678",NA,152,"Republican"
"44680",48500,4138,"Republican"
"44681",48101,7799,"Republican"
"44682",53456,803,"Republican"
"44683",34218,8550,"Republican"
"44685",68935,27556,"Republican"
"44687",NA,249,"Republican"
"44688",42839,3053,"Republican"
"44689",34549,638,"Republican"
"44690",33618,166,"Republican"
"44691",45997,43753,"Republican"
"44693",18036,86,"Republican"
"44695",38500,1608,"Republican"
"44697",61875,187,"Republican"
"44699",33333,937,"Republican"
"44702",14152,1053,"Republican"
"44703",24739,8895,"Republican"
"44704",24266,3811,"Republican"
"44705",31549,18772,"Republican"
"44706",39471,18246,"Republican"
"44707",23343,9208,"Republican"
"44708",44731,25109,"Republican"
"44709",42849,18905,"Republican"
"44710",33140,9179,"Republican"
"44714",43781,9056,"Republican"
"44718",73935,11951,"Republican"
"44720",58949,39010,"Republican"
"44721",57786,13560,"Republican"
"44730",51512,6050,"Republican"
"44802",60179,1032,"Republican"
"44804",60625,1202,"Republican"
"44805",45644,32345,"Republican"
"44807",53750,2381,"Republican"
"44809",58750,293,"Republican"
"44811",49561,12867,"Republican"
"44813",46120,8051,"Republican"
"44814",63438,2929,"Republican"
"44815",37813,637,"Republican"
"44816",NA,42,"Republican"
"44817",55772,1562,"Republican"
"44818",50417,2644,"Republican"
"44820",40250,18102,"Republican"
"44822",55958,3240,"Republican"
"44824",51594,4060,"Republican"
"44825",45833,58,"Republican"
"44826",51442,1687,"Republican"
"44827",42260,7097,"Republican"
"44828",NA,166,"Republican"
"44830",40328,18962,"Republican"
"44833",38371,17121,"Republican"
"44836",49833,2654,"Republican"
"44837",52364,4514,"Republican"
"44838",39732,266,"Republican"
"44839",54200,12519,"Republican"
"44840",52000,2900,"Republican"
"44841",58438,710,"Republican"
"44842",45016,5436,"Republican"
"44843",53281,2387,"Republican"
"44844",52321,764,"Republican"
"44846",69214,3301,"Republican"
"44847",51920,3739,"Republican"
"44849",51029,2260,"Republican"
"44850",21354,148,"Republican"
"44851",46919,5308,"Republican"
"44853",59306,1397,"Republican"
"44854",45776,1749,"Republican"
"44855",52083,1271,"Republican"
"44856",25625,128,"Republican"
"44857",45048,23805,"Republican"
"44859",45125,1737,"Republican"
"44861",75500,64,"Republican"
"44864",48153,3204,"Republican"
"44865",47778,3434,"Republican"
"44866",51190,2259,"Republican"
"44867",59268,2351,"Republican"
"44870",40944,41030,"Bipartisan"
"44874",36250,394,"Republican"
"44875",44636,13818,"Republican"
"44878",51337,3147,"Republican"
"44880",43368,2864,"Republican"
"44881",NA,70,"Republican"
"44882",56337,2909,"Republican"
"44883",40847,29413,"Republican"
"44887",77361,1020,"Republican"
"44889",62926,6703,"Republican"
"44890",49393,11162,"Republican"
"44901",NA,2501,"Republican"
"44902",28955,5432,"Republican"
"44903",40825,25602,"Republican"
"44904",56010,13906,"Republican"
"44905",41196,14513,"Republican"
"44906",35317,16718,"Republican"
"44907",36924,14313,"Republican"
"45001",38571,606,"Republican"
"45002",60718,13388,"Republican"
"45003",49219,697,"Republican"
"45005",52016,29963,"Republican"
"45011",60757,69677,"Republican"
"45013",51452,52613,"Republican"
"45014",56054,43917,"Republican"
"45015",39538,12038,"Republican"
"45030",61960,17921,"Republican"
"45032",50833,348,"Republican"
"45033",44306,276,"Republican"
"45034",86510,1184,"Republican"
"45036",68633,37504,"Republican"
"45039",81812,22814,"Republican"
"45040",88395,50627,"Republican"
"45041",NA,199,"Republican"
"45042",48481,26451,"Republican"
"45044",46006,52822,"Republican"
"45050",66682,8548,"Republican"
"45051",NA,177,"Republican"
"45052",74725,4004,"Republican"
"45053",77361,10,"Republican"
"45054",67721,2471,"Republican"
"45056",40507,27038,"Republican"
"45062",38068,688,"Republican"
"45064",55170,2857,"Republican"
"45065",46133,4442,"Republican"
"45066",95500,23839,"Republican"
"45067",58853,13898,"Republican"
"45068",70797,10479,"Republican"
"45069",84010,49060,"Republican"
"45070",42500,192,"Republican"
"45101",28094,2385,"Republican"
"45102",56737,22680,"Republican"
"45103",56301,31485,"Republican"
"45106",47603,12349,"Republican"
"45107",48605,9236,"Republican"
"45111",73077,376,"Republican"
"45112",26875,64,"Republican"
"45113",63714,3857,"Republican"
"45115",16389,78,"Republican"
"45118",50441,3614,"Republican"
"45120",48438,3672,"Republican"
"45121",37376,9036,"Republican"
"45122",52507,11054,"Republican"
"45123",33649,8671,"Republican"
"45130",58036,3913,"Republican"
"45131",21607,238,"Republican"
"45132",30833,262,"Republican"
"45133",38369,23900,"Republican"
"45135",49567,4761,"Republican"
"45140",82772,53267,"Republican"
"45142",44399,4444,"Republican"
"45144",35625,4272,"Republican"
"45145",NA,40,"Republican"
"45146",60607,1580,"Republican"
"45147",52473,147,"Republican"
"45148",52143,1588,"Republican"
"45150",59718,31394,"Republican"
"45152",68166,11329,"Republican"
"45153",70893,1665,"Republican"
"45154",41921,9172,"Republican"
"45155",38125,366,"Republican"
"45156",23125,98,"Republican"
"45157",53576,9758,"Republican"
"45158",54583,370,"Republican"
"45159",41618,3392,"Republican"
"45160",20625,699,"Republican"
"45162",54688,2519,"Republican"
"45164",42750,271,"Republican"
"45166",52981,98,"Republican"
"45167",44417,3764,"Republican"
"45168",51058,1607,"Republican"
"45169",42683,4772,"Republican"
"45171",44461,6054,"Republican"
"45172",50625,131,"Republican"
"45174",115357,2258,"Republican"
"45176",53693,9100,"Republican"
"45177",44059,22260,"Republican"
"45202",42546,15483,"Republican"
"45203",9475,2236,"Republican"
"45204",25377,6972,"Republican"
"45205",29097,19389,"Republican"
"45206",27453,10745,"Republican"
"45207",24198,7974,"Republican"
"45208",78316,17614,"Republican"
"45209",52428,9605,"Republican"
"45211",40379,36111,"Republican"
"45212",38190,22253,"Republican"
"45213",51436,12013,"Republican"
"45214",15413,8738,"Republican"
"45215",45021,29623,"Republican"
"45216",30413,9570,"Republican"
"45217",43152,6566,"Republican"
"45218",54813,3846,"Republican"
"45219",22599,16526,"Republican"
"45220",30140,15313,"Republican"
"45223",25070,12360,"Republican"
"45224",44235,19837,"Republican"
"45225",15035,9040,"Republican"
"45226",65590,5476,"Republican"
"45227",47450,17486,"Republican"
"45229",20618,13020,"Republican"
"45230",65611,27536,"Republican"
"45231",44057,40893,"Republican"
"45232",12534,6358,"Republican"
"45233",74819,15808,"Republican"
"45236",52276,24552,"Republican"
"45237",32299,20021,"Republican"
"45238",47251,45760,"Republican"
"45239",45447,28315,"Republican"
"45240",49152,27286,"Republican"
"45241",68212,23044,"Republican"
"45242",76441,22055,"Republican"
"45243",101497,14891,"Republican"
"45244",90023,28565,"Republican"
"45245",64413,18542,"Republican"
"45246",47114,15133,"Republican"
"45247",71388,22082,"Republican"
"45248",64074,24915,"Republican"
"45249",77346,12902,"Republican"
"45251",53806,22391,"Republican"
"45252",82976,4600,"Republican"
"45255",68016,21775,"Republican"
"45301",40430,130,"Republican"
"45302",67344,4280,"Republican"
"45303",40455,2223,"Republican"
"45304",52708,7300,"Republican"
"45305",74160,10712,"Republican"
"45306",53090,2294,"Republican"
"45307",31696,338,"Republican"
"45308",50186,4682,"Republican"
"45309",47417,12123,"Republican"
"45310",48750,244,"Republican"
"45311",51393,6367,"Republican"
"45312",57697,1435,"Republican"
"45314",55000,5916,"Republican"
"45315",77181,4377,"Republican"
"45316",36607,115,"Republican"
"45317",76953,1180,"Republican"
"45318",52975,5365,"Republican"
"45319",42031,293,"Republican"
"45320",46282,15691,"Republican"
"45321",54107,931,"Republican"
"45322",49653,21447,"Republican"
"45323",50208,5019,"Republican"
"45324",43020,40529,"Republican"
"45325",54630,2647,"Republican"
"45326",54135,1179,"Republican"
"45327",60802,8917,"Republican"
"45328",43750,525,"Republican"
"45330",48750,834,"Republican"
"45331",37069,22930,"Republican"
"45332",34375,612,"Republican"
"45333",68365,1345,"Republican"
"45334",57857,2037,"Republican"
"45335",53413,6939,"Republican"
"45336",49583,153,"Republican"
"45337",61895,1690,"Republican"
"45338",51176,5298,"Republican"
"45339",48750,1234,"Republican"
"45340",62917,830,"Republican"
"45341",37902,3883,"Republican"
"45342",51265,36784,"Republican"
"45344",48085,16955,"Republican"
"45345",43088,6144,"Republican"
"45346",53929,2293,"Republican"
"45347",50604,4324,"Republican"
"45348",43710,994,"Republican"
"45349",55625,427,"Republican"
"45350",74375,106,"Republican"
"45351",52031,274,"Republican"
"45352",40446,208,"Republican"
"45353",41917,196,"Republican"
"45354",43750,642,"Republican"
"45356",38959,25172,"Republican"
"45358",39886,356,"Republican"
"45359",46385,1970,"Republican"
"45360",34464,335,"Republican"
"45361",33889,288,"Republican"
"45362",49313,1076,"Republican"
"45363",67050,1770,"Republican"
"45365",45084,30561,"Republican"
"45368",50875,4727,"Republican"
"45369",60870,3545,"Republican"
"45370",83194,2452,"Republican"
"45371",62750,18333,"Republican"
"45372",47031,375,"Republican"
"45373",54383,35131,"Republican"
"45377",55634,15215,"Republican"
"45378",57031,407,"Republican"
"45380",55598,5477,"Republican"
"45381",43979,5509,"Republican"
"45382",51641,1269,"Republican"
"45383",52485,7037,"Republican"
"45384",133839,2001,"Republican"
"45385",49370,37247,"Republican"
"45387",63086,5169,"Republican"
"45388",64038,812,"Republican"
"45389",34444,521,"Republican"
"45390",41061,3461,"Republican"
"45402",21038,11420,"Republican"
"45403",27757,15006,"Republican"
"45404",23976,10833,"Republican"
"45405",27521,18948,"Republican"
"45406",28244,21914,"Republican"
"45409",47780,12868,"Republican"
"45410",30542,15339,"Republican"
"45414",40670,21055,"Republican"
"45415",55356,12631,"Republican"
"45416",34386,5740,"Republican"
"45417",24623,31281,"Republican"
"45418",65188,1351,"Republican"
"45419",66277,15159,"Republican"
"45420",36365,25438,"Republican"
"45424",55219,49930,"Republican"
"45426",37604,15239,"Republican"
"45428",NA,240,"Republican"
"45429",54651,25885,"Republican"
"45430",69907,7402,"Republican"
"45431",55797,26315,"Republican"
"45432",54170,15288,"Republican"
"45433",79803,2011,"Republican"
"45434",94451,12163,"Republican"
"45439",37547,10000,"Republican"
"45440",58920,20734,"Republican"
"45449",40360,18175,"Republican"
"45458",70188,29880,"Republican"
"45459",66046,27749,"Republican"
"45502",65760,16110,"Republican"
"45503",44541,32999,"Republican"
"45504",45296,18465,"Republican"
"45505",27188,20197,"Republican"
"45506",31990,14055,"Republican"
"45601",42526,57842,"Republican"
"45612",38321,5303,"Republican"
"45613",42550,3597,"Republican"
"45614",41417,5080,"Republican"
"45616",31471,1559,"Republican"
"45617",NA,71,"Republican"
"45618",67917,30,"Republican"
"45619",41250,8200,"Republican"
"45620",35083,917,"Republican"
"45621",26806,313,"Republican"
"45622",60714,321,"Republican"
"45623",45167,3494,"Republican"
"45624",NA,31,"Republican"
"45628",52905,5211,"Republican"
"45629",44236,3438,"Republican"
"45630",22163,118,"Republican"
"45631",41456,15048,"Republican"
"45634",31250,2112,"Republican"
"45636",43438,148,"Republican"
"45638",37655,21635,"Republican"
"45640",37500,15960,"Republican"
"45642",NA,33,"Republican"
"45644",49405,4249,"Republican"
"45645",53125,3036,"Republican"
"45646",82604,370,"Republican"
"45647",49420,2484,"Republican"
"45648",41063,13372,"Republican"
"45650",34904,435,"Republican"
"45651",39745,6047,"Republican"
"45652",31768,3519,"Republican"
"45653",47687,4179,"Republican"
"45654",25556,917,"Republican"
"45656",35913,6639,"Republican"
"45657",27176,2744,"Republican"
"45658",32361,2787,"Republican"
"45659",36635,2973,"Republican"
"45660",34067,8297,"Republican"
"45661",39545,7657,"Republican"
"45662",30483,30219,"Republican"
"45663",38017,6762,"Republican"
"45669",48768,10399,"Republican"
"45671",33571,457,"Republican"
"45672",35990,1749,"Republican"
"45673",58274,385,"Republican"
"45674",35139,584,"Republican"
"45678",40066,1101,"Republican"
"45679",33990,2812,"Republican"
"45680",40387,13074,"Republican"
"45681",41125,1689,"Republican"
"45682",34393,2420,"Republican"
"45684",47517,1804,"Republican"
"45685",35341,1251,"Republican"
"45686",40743,3397,"Republican"
"45688",28382,475,"Republican"
"45690",41925,14412,"Republican"
"45692",33750,8773,"Republican"
"45693",39889,8981,"Republican"
"45694",43078,12147,"Republican"
"45695",32458,674,"Republican"
"45696",57237,1438,"Republican"
"45697",39521,4894,"Republican"
"45698",34609,341,"Republican"
"45701",29172,34122,"Republican"
"45710",42135,5541,"Republican"
"45711",37176,1115,"Republican"
"45714",39360,9951,"Republican"
"45715",42768,2630,"Republican"
"45716",45357,469,"Republican"
"45719",30888,1046,"Republican"
"45721",NA,29,"Republican"
"45723",45682,3740,"Republican"
"45724",52301,1744,"Republican"
"45727",30625,516,"Republican"
"45729",59806,1289,"Republican"
"45732",39375,4776,"Republican"
"45734",64375,549,"Republican"
"45735",41125,1730,"Republican"
"45740",45833,494,"Republican"
"45741",33239,918,"Republican"
"45742",47750,3014,"Republican"
"45743",46923,1449,"Republican"
"45744",48514,2728,"Republican"
"45745",45417,1140,"Republican"
"45746",38493,433,"Republican"
"45750",40743,27785,"Republican"
"45760",27266,3892,"Republican"
"45761",43281,1745,"Republican"
"45764",30702,9431,"Republican"
"45766",30161,1382,"Republican"
"45767",36064,2800,"Republican"
"45768",47621,1703,"Republican"
"45769",34852,6642,"Republican"
"45770",46146,620,"Republican"
"45771",36779,3432,"Republican"
"45772",33621,2149,"Republican"
"45773",25750,83,"Republican"
"45775",37321,1259,"Republican"
"45776",36823,765,"Republican"
"45778",42313,824,"Republican"
"45779",38636,755,"Republican"
"45780",33892,3254,"Republican"
"45782",24219,343,"Republican"
"45784",50742,3386,"Republican"
"45786",61667,3253,"Republican"
"45787",NA,29,"Republican"
"45788",45441,1129,"Republican"
"45789",24137,177,"Republican"
"45801",34380,25303,"Republican"
"45804",24151,15758,"Republican"
"45805",47730,22514,"Republican"
"45806",53764,11158,"Republican"
"45807",56466,12221,"Republican"
"45808",41875,349,"Republican"
"45809",64107,157,"Republican"
"45810",39559,8460,"Republican"
"45812",41506,1943,"Republican"
"45813",45068,3530,"Republican"
"45814",52281,2620,"Republican"
"45816",37292,291,"Republican"
"45817",60224,6736,"Republican"
"45819",41250,233,"Republican"
"45820",44732,543,"Republican"
"45821",58468,1435,"Republican"
"45822",46650,18943,"Republican"
"45826",54643,306,"Republican"
"45827",62450,2369,"Republican"
"45828",61926,6125,"Republican"
"45830",59750,6228,"Republican"
"45831",53452,3181,"Republican"
"45832",53165,2905,"Republican"
"45833",51686,10667,"Republican"
"45835",39607,490,"Republican"
"45836",46313,1479,"Republican"
"45838",38125,50,"Republican"
"45840",47592,54979,"Republican"
"45841",69107,929,"Republican"
"45843",56081,3701,"Republican"
"45844",67195,3256,"Republican"
"45845",62625,3178,"Republican"
"45846",62762,4437,"Republican"
"45849",52891,1219,"Republican"
"45850",46800,3653,"Republican"
"45851",39565,669,"Republican"
"45853",69814,1439,"Republican"
"45854",35000,498,"Republican"
"45855",50000,193,"Republican"
"45856",54263,5194,"Republican"
"45858",64014,3083,"Republican"
"45859",32102,495,"Republican"
"45860",70958,2274,"Republican"
"45861",28750,296,"Republican"
"45862",46765,1507,"Republican"
"45863",40000,1254,"Republican"
"45864",56667,163,"Republican"
"45865",65719,4745,"Republican"
"45866",37813,186,"Republican"
"45867",55750,1189,"Republican"
"45868",52500,567,"Republican"
"45869",63750,4534,"Republican"
"45870",34231,156,"Republican"
"45871",59412,1955,"Republican"
"45872",42536,4240,"Republican"
"45873",38472,2238,"Republican"
"45874",42917,2100,"Republican"
"45875",62170,10989,"Republican"
"45876",71691,863,"Republican"
"45877",53580,2139,"Republican"
"45879",42695,6284,"Republican"
"45880",45262,2395,"Republican"
"45881",53125,1461,"Republican"
"45882",48239,3004,"Republican"
"45883",63155,3883,"Republican"
"45884",45741,145,"Republican"
"45885",46007,12661,"Republican"
"45886",48929,551,"Republican"
"45887",48536,4755,"Republican"
"45888",71250,220,"Republican"
"45889",61420,1351,"Republican"
"45890",63500,671,"Republican"
"45891",43877,15275,"Republican"
"45894",42450,605,"Republican"
"45895",53214,17945,"Republican"
"45896",53566,2089,"Republican"
"45897",NA,101,"Republican"
"45898",50588,1314,"Republican"
"45899",45227,194,"Republican"
"46001",43248,10459,"Republican"
"46011",51570,16770,"Republican"
"46012",47044,19414,"Republican"
"46013",37752,17876,"Republican"
"46016",22964,19225,"Republican"
"46017",44371,6025,"Republican"
"46030",56469,3308,"Republican"
"46031",65583,2161,"Republican"
"46032",94045,42234,"Republican"
"46033",116021,34889,"Republican"
"46034",56653,6730,"Republican"
"46035",57750,1113,"Republican"
"46036",40979,11663,"Republican"
"46037",99707,35891,"Republican"
"46038",75320,37723,"Republican"
"46039",62344,745,"Republican"
"46040",73929,9944,"Republican"
"46041",46281,23891,"Republican"
"46044",56758,2965,"Republican"
"46045",75875,93,"Republican"
"46047",NA,43,"Republican"
"46048",52330,2406,"Republican"
"46049",57500,850,"Republican"
"46050",57935,1706,"Republican"
"46051",59779,2826,"Republican"
"46052",47922,22060,"Republican"
"46055",82872,10193,"Republican"
"46056",49063,2246,"Republican"
"46057",65586,1179,"Republican"
"46058",54474,2149,"Republican"
"46060",58526,34708,"Republican"
"46062",76085,29730,"Republican"
"46063",32292,401,"Republican"
"46064",62544,17148,"Republican"
"46065",66739,3669,"Republican"
"46068",52169,2850,"Republican"
"46069",49496,6664,"Republican"
"46070",56713,2351,"Republican"
"46071",66961,3417,"Republican"
"46072",50995,9324,"Republican"
"46074",94293,26745,"Republican"
"46075",64606,2913,"Republican"
"46076",51389,1696,"Republican"
"46077",107301,24512,"Republican"
"46103",84375,159,"Republican"
"46104",51739,970,"Republican"
"46105",50341,1928,"Republican"
"46106",74663,5928,"Republican"
"46107",41722,12774,"Democratic"
"46110",66023,500,"Republican"
"46111",25357,322,"Republican"
"46112",75738,33662,"Republican"
"46113",63480,14063,"Republican"
"46115",51424,1933,"Republican"
"46117",46190,671,"Republican"
"46118",56912,5015,"Republican"
"46120",44538,5954,"Republican"
"46121",55995,5276,"Republican"
"46122",63000,14671,"Republican"
"46123",73760,31754,"Republican"
"46124",43172,8127,"Republican"
"46125",29688,51,"Republican"
"46126",62619,4668,"Republican"
"46127",44861,416,"Republican"
"46128",54861,1949,"Republican"
"46130",52460,2508,"Republican"
"46131",51799,31036,"Republican"
"46133",39764,816,"Republican"
"46135",46754,20992,"Republican"
"46140",57821,38543,"Republican"
"46142",68116,30413,"Republican"
"46143",63265,48555,"Republican"
"46144",71250,211,"Republican"
"46146",110288,117,"Republican"
"46147",56542,3264,"Republican"
"46148",46305,5097,"Republican"
"46149",65536,1890,"Republican"
"46150",71563,764,"Republican"
"46151",50314,30921,"Republican"
"46155",84500,103,"Republican"
"46156",47835,1470,"Republican"
"46157",59875,3639,"Republican"
"46158",59243,23053,"Republican"
"46160",50426,6421,"Republican"
"46161",55531,2655,"Republican"
"46162",75179,458,"Republican"
"46163",71441,11963,"Republican"
"46164",55059,3957,"Republican"
"46165",58528,1498,"Republican"
"46166",45521,2306,"Republican"
"46167",75000,6336,"Republican"
"46168",61181,30309,"Republican"
"46171",56964,1695,"Republican"
"46172",50843,2427,"Republican"
"46173",43793,11190,"Republican"
"46175",48688,597,"Republican"
"46176",45812,27816,"Republican"
"46180",51250,1028,"Republican"
"46181",59861,4832,"Republican"
"46182",57819,1927,"Republican"
"46183",NA,82,"Democratic"
"46184",64045,11806,"Republican"
"46186",66800,1753,"Republican"
"46201",26391,30962,"Democratic"
"46202",31698,16335,"Democratic"
"46203",30481,38950,"Democratic"
"46204",39826,5125,"Democratic"
"46205",36429,25356,"Bipartisan"
"46208",31999,22239,"Bipartisan"
"46214",41095,24306,"Democratic"
"46216",44479,1697,"Bipartisan"
"46217",60254,29358,"Democratic"
"46218",25666,29028,"Democratic"
"46219",41332,33930,"Democratic"
"46220",62063,34830,"Bipartisan"
"46221",48294,26393,"Democratic"
"46222",27581,34044,"Democratic"
"46224",30660,35094,"Democratic"
"46225",24548,7319,"Democratic"
"46226",34368,43904,"Bipartisan"
"46227",37380,57086,"Democratic"
"46228",58208,14755,"Bipartisan"
"46229",44626,27262,"Bipartisan"
"46231",63340,10440,"Bipartisan"
"46234",66186,24810,"Republican"
"46235",36213,30825,"Bipartisan"
"46236",80833,27294,"Bipartisan"
"46237",57266,39624,"Democratic"
"46239",67494,25345,"Bipartisan"
"46240",53699,18731,"Republican"
"46241",34600,30670,"Democratic"
"46250",53568,18546,"Republican"
"46254",40046,38095,"Bipartisan"
"46256",71759,23647,"Bipartisan"
"46259",85700,11617,"Republican"
"46260",41826,32406,"Bipartisan"
"46268",41718,24965,"Bipartisan"
"46278",106738,8197,"Republican"
"46280",61230,6793,"Republican"
"46290",151557,170,"Republican"
"46301",69896,669,"Democratic"
"46303",57960,14170,"Democratic"
"46304",69149,24207,"Democratic"
"46307",69071,60619,"Democratic"
"46310",60539,13565,"Republican"
"46311",76034,20816,"Democratic"
"46312",27583,29698,"Democratic"
"46319",53826,18404,"Democratic"
"46320",26763,15508,"Democratic"
"46321",72583,23603,"Democratic"
"46322",61353,23727,"Democratic"
"46323",45478,22743,"Democratic"
"46324",42421,23165,"Democratic"
"46327",30275,12153,"Democratic"
"46340",75587,1068,"Bipartisan"
"46341",60725,10426,"Democratic"
"46342",55855,31244,"Democratic"
"46345",48125,249,"Republican"
"46346",35163,1423,"Republican"
"46347",64912,4760,"Democratic"
"46348",65375,1045,"Bipartisan"
"46349",52217,3336,"Republican"
"46350",48132,43650,"Bipartisan"
"46356",64002,17524,"Democratic"
"46360",42396,43625,"Democratic"
"46365",59836,1068,"Republican"
"46366",42170,5791,"Republican"
"46368",54264,38691,"Democratic"
"46371",68962,3599,"Republican"
"46373",95733,13859,"Democratic"
"46374",30298,1012,"Republican"
"46375",74276,23820,"Democratic"
"46376",39250,398,"Democratic"
"46377",70956,386,"Democratic"
"46379",2500,202,"Republican"
"46381",57885,235,"Republican"
"46382",69727,2108,"Bipartisan"
"46383",55374,39687,"Democratic"
"46385",68473,38866,"Democratic"
"46390",64881,2796,"Bipartisan"
"46391",68448,9726,"Democratic"
"46392",64250,7957,"Republican"
"46393",66563,399,"Democratic"
"46394",48580,12258,"Democratic"
"46402",16497,6726,"Democratic"
"46403",32069,12601,"Democratic"
"46404",25000,17326,"Democratic"
"46405",39908,11746,"Democratic"
"46406",30826,9900,"Democratic"
"46407",19758,12656,"Democratic"
"46408",35153,17030,"Democratic"
"46409",29735,8932,"Democratic"
"46410",48865,38340,"Democratic"
"46501",47500,3856,"Republican"
"46502",63561,115,"Republican"
"46504",43679,3413,"Republican"
"46506",46618,10070,"Republican"
"46507",50992,9128,"Republican"
"46508",65417,217,"Republican"
"46510",64352,3631,"Republican"
"46511",53281,4435,"Republican"
"46514",44390,40263,"Republican"
"46516",35670,33501,"Republican"
"46517",41247,23764,"Republican"
"46524",60033,2326,"Republican"
"46526",47863,30671,"Republican"
"46528",51351,26104,"Republican"
"46530",87971,30614,"Republican"
"46531",53375,1458,"Republican"
"46532",48688,1905,"Republican"
"46534",37731,11263,"Republican"
